s,Pa,rpm
9.83200000,-0.0242924131453037,1133.35233760727
9.83202000,-0.0517293214797974,1133.35593642619
9.83204000,-0.0774860382080078,1133.35953524511
9.83206000,-0.0769697800278664,1133.36313406404
9.83208000,-0.0804991200566292,1133.36673288296
9.83210000,-0.119443953037262,1133.37033170188
9.83212000,-0.16382360458374,1133.37393052081
9.83214000,-0.193982616066933,1133.37752933973
9.83216000,-0.226525813341141,1133.38112815865
9.83218000,-0.271581292152405,1133.38472697758
9.83220000,-0.294644057750702,1133.3883257965
9.83222000,-0.279681891202927,1133.39192461543
9.83224000,-0.266672104597092,1133.39552343435
9.83226000,-0.279325187206268,1133.39912225327
9.83228000,-0.302387982606888,1133.4027210722
9.83230000,-0.306677639484406,1133.40631989112
9.83232000,-0.313238829374313,1133.40991871004
9.83234000,-0.33592614531517,1133.41351752897
9.83236000,-0.348579227924347,1133.41711634789
9.83238000,-0.323413878679276,1133.42071516681
9.83240000,-0.305157005786896,1133.42431398574
9.83242000,-0.302350431680679,1133.42791280466
9.83244000,-0.288270592689514,1133.43151162359
9.83246000,-0.25181320309639,1133.43511044251
9.83248000,-0.214586108922958,1133.43870926143
9.83250000,-0.20867258310318,1133.44230808036
9.83252000,-0.200947433710098,1133.44590689928
9.83254000,-0.16900497674942,1133.4495057182
9.83256000,-0.13866762816906,1133.45310453713
9.83258000,-0.129487574100494,1133.45670335605
9.83260000,-0.123264282941818,1133.46030217498
9.83262000,-0.0923355743288994,1133.4639009939
9.83264000,-0.0698359906673431,1133.46749981282
9.83266000,-0.0763502642512322,1133.47109863175
9.83268000,-0.0830804258584976,1133.47469745067
9.83270000,-0.0589569732546806,1133.47829626959
9.83272000,-0.0369924269616604,1133.48189508852
9.83274000,-0.0433095805346966,1133.48549390744
9.83276000,-0.0584125518798828,1133.48909272636
9.83278000,-0.0466887392103672,1133.49269154529
9.83280000,-0.02876041457057,1133.49629036421
9.83282000,-0.0391513332724571,1133.49988918314
9.83284000,-0.0505466163158417,1133.50348800206
9.83286000,-0.0394798628985882,1133.50708682098
9.83288000,-0.0341764576733112,1133.51068563991
9.83290000,-0.0573049373924732,1133.51428445883
9.83292000,-0.0892943292856216,1133.51788327775
9.83294000,-0.0950389057397842,1133.52148209668
9.83296000,-0.108715116977692,1133.5250809156
9.83298000,-0.156858772039413,1133.52867973452
9.83300000,-0.209545522928238,1133.53227855345
9.83302000,-0.237226486206055,1133.53587737237
9.83304000,-0.252179265022278,1133.5394761913
9.83306000,-0.29944059252739,1133.54307501022
9.83308000,-0.353582262992859,1133.54667382914
9.83310000,-0.391954511404038,1133.55027264807
9.83312000,-0.420470863580704,1133.55387146699
9.83314000,-0.468595772981644,1133.55747028591
9.83316000,-0.52851015329361,1133.56106910484
9.83318000,-0.565343022346497,1133.56466792376
9.83320000,-0.602870464324951,1133.56826674269
9.83322000,-0.666464388370514,1133.57186556161
9.83324000,-0.740852892398834,1133.57546438053
9.83326000,-0.779760181903839,1133.57906319946
9.83328000,-0.8143590092659,1133.58266201838
9.83330000,-0.87309068441391,1133.5862608373
9.83332000,-0.926988303661346,1133.58985965623
9.83334000,-0.944447338581085,1133.59345847515
9.83336000,-0.942748367786407,1133.59705729407
9.83338000,-0.969828605651855,1133.600656113
9.83340000,-1.00034427642822,1133.60425493192
9.83342000,-0.993839383125305,1133.60785375085
9.83344000,-0.972973108291626,1133.61145256977
9.83346000,-0.984818935394287,1133.61505138869
9.83348000,-0.999508857727051,1133.61865020762
9.83350000,-0.983992874622345,1133.62224902654
